"Species","Date","Pop","ID","Sex","SVL","Date_metamorph","age"
"Pelophylax perezi","21/05/2019","Laguna","RP090945","Male",55,"01/07/2018",0.887671233
"Pelophylax perezi","28/05/2019","Gravera","RP090967","Male",48,"01/07/2018",0.906849315
"Pelophylax perezi","03/06/2019","Laguna","RP090824","Male",55,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090841","Male",52,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090857","Male",51,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090971","Male",52,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090858","Male",55,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090851","Male",50,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090991","Female",53,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP090998","Male",54,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091001","Female",52,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091003","Male",55,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091004","Female",53,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091006","Male",52,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091007","Male",54,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091009","Male",52,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091010","Male",46,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091011","Female",50,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091017","Female",55,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091018","Female",48,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091020","Female",53,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091022","Male",52,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091023","Male",47,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091024","Male",48,"01/07/2018",0.923287671
"Pelophylax perezi","03/06/2019","Laguna","RP091025","Female",50,"01/07/2018",0.923287671
"Pelophylax perezi","11/06/2019","Gravera","RP090955","Female",51,"01/07/2018",0.945205479
"Pelophylax perezi","06/07/2019","Gravera","RP090939","Male",58,"01/07/2018",1.01369863
"Pelophylax perezi","20/12/2019","Gravera","RP090939","Male",60,"01/07/2018",1.471232877
"Pelophylax perezi","13/02/2020","Laguna","RP090826","Male",59,"01/07/2018",1.621917808
"Pelophylax perezi","12/03/2020","Laguna","RP090948","Male",63,"01/07/2018",1.698630137
"Pelophylax perezi","12/03/2020","Laguna","RP090949","Male",63,"01/07/2018",1.698630137
"Pelophylax perezi","03/06/2020","Laguna","RP091017","Female",70,"01/07/2018",1.926027397
"Pelophylax perezi","05/06/2020","Laguna","RP090844","Male",60,"01/07/2018",1.931506849
"Pelophylax perezi","17/06/2020","Laguna","RP090948","Male",68,"01/07/2018",1.964383562
"Pelophylax perezi","18/06/2020","Gravera","RP091062","Female",74,"01/07/2018",1.967123288
"Pelophylax perezi","18/06/2020","Gravera","RP091082","Male",66,"01/07/2018",1.967123288
"Pelophylax perezi","24/06/2020","Gravera","RP090955","Female",77,"01/07/2018",1.983561644
"Pelophylax perezi","24/06/2020","Gravera","RP091097","Female",61,"01/07/2018",1.983561644
"Pelophylax perezi","24/06/2020","Gravera","RP091062","Female",73,"01/07/2018",1.983561644
"Pelophylax perezi","01/07/2020","Gravera","RP090962","Male",65,"01/07/2018",2.002739726
"Pelophylax perezi","01/07/2020","Gravera","RP091062","Female",74,"01/07/2018",2.002739726
"Pelophylax perezi","01/07/2020","Gravera","RP091103","Female",92,"01/07/2018",2.002739726
"Pelophylax perezi","02/07/2020","Gravera","RP090955","Female",76,"01/07/2018",2.005479452
"Pelophylax perezi","06/07/2020","Gravera","RP090955","Female",77,"01/07/2018",2.016438356
"Pelophylax perezi","17/07/2020","Gravera","RP091036","Female",74,"01/07/2018",2.046575342
"Pelophylax perezi","17/07/2020","Gravera","RP090962","Male",68,"01/07/2018",2.046575342
"Pelophylax perezi","20/07/2020","Gravera","RP090962","Male",69,"01/07/2018",2.054794521
"Pelophylax perezi","20/07/2020","Gravera","RP091036","Female",73,"01/07/2018",2.054794521
"Pelophylax perezi","20/07/2020","Gravera","RP091097","Female",66,"01/07/2018",2.054794521
"Pelophylax perezi","20/07/2020","Gravera","RP090967","Male",64,"01/07/2018",2.054794521
"Pelophylax perezi","18/02/2021","Laguna","RP090844","Male",71,"01/07/2018",2.638356164
"Pelophylax perezi","31/03/2021","Laguna","RP090826","Male",71,"01/07/2018",2.750684932
"Pelophylax perezi","31/03/2021","Laguna","RP091023","Male",67,"01/07/2018",2.750684932
"Pelophylax perezi","07/04/2021","Laguna","RP090945","Male",72,"01/07/2018",2.769863014
"Pelophylax perezi","07/04/2021","Laguna","RP091023","Male",67,"01/07/2018",2.769863014
"Pelophylax perezi","12/04/2021","Laguna","RP090920","Female",83,"01/07/2018",2.783561644
"Pelophylax perezi","21/04/2021","Laguna","RP090826","Male",71,"01/07/2018",2.808219178
"Pelophylax perezi","21/04/2021","Laguna","RP090948","Male",72,"01/07/2018",2.808219178
"Pelophylax perezi","21/04/2021","Laguna","RP091023","Male",68,"01/07/2018",2.808219178
"Pelophylax perezi","28/04/2021","Laguna","RP090948","Male",72,"01/07/2018",2.82739726
"Pelophylax perezi","28/04/2021","Laguna","RP091023","Male",68,"01/07/2018",2.82739726
"Pelophylax perezi","10/05/2021","Laguna","RP091023","Male",66,"01/07/2018",2.860273973
"Pelophylax perezi","14/06/2021","Laguna","RP090948","Male",71,"01/07/2018",2.956164384
"Pelophylax perezi","26/10/2021","Laguna","RP090948","Male",73,"01/07/2018",3.323287671
"Pelophylax perezi","19/04/2022","Laguna","RP090948","Male",74,"01/07/2018",3.802739726
"Pelophylax perezi","09/05/2022","Laguna","RP090948","Male",75,"01/07/2018",3.857534247
"Pelophylax perezi","09/05/2022","Laguna","RP091017","Female",90,"01/07/2018",3.857534247
"Pelophylax perezi","24/05/2022","Laguna","RP090826","Male",75,"01/07/2018",3.898630137
"Pelophylax perezi","02/06/2022","Gravera","RP090962","Male",73,"01/07/2018",3.923287671
"Pelophylax perezi","21/07/2022","Gravera","RP090955","Female",90,"01/07/2018",4.057534247
"Pelophylax perezi","20/10/2022","Laguna","RP090948","Male",74,"01/07/2018",4.306849315
"Pelophylax perezi","18/05/2023","Gravera","RP090955","Female",90,"01/07/2018",4.882191781
"Pelophylax perezi","23/05/2023","Laguna","RP090948","Male",73,"01/07/2018",4.895890411
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",44,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",44,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",44,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",41,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",44,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",44,"01/08/2018",0.030136986
"Pleurodeles waltl","12/08/2018","Gravera","","Juvenile",43,"01/08/2018",0.030136986
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",36,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",40,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",41,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",42,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",42,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",35,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",42,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",34,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",39,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",38,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",36,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",42,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",37,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",41,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",40,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",36,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",40,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",41,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",37,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",41,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",45,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",38,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",41,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",42,"01/08/2018",0.079452055
"Pleurodeles waltl","30/08/2018","Gravera","","Juvenile",44,"01/08/2018",0.079452055
"Pleurodeles waltl","19/10/2018","Gravera","","Juvenile",43,"01/08/2018",0.216438356
"Pleurodeles waltl","19/10/2018","Gravera","","Juvenile",47,"01/08/2018",0.216438356
"Pleurodeles waltl","25/10/2018","Gravera","","Juvenile",42,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",39,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",34,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",31,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",34,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",31,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",32,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",30,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",34,"01/08/2018",0.232876712
"Pleurodeles waltl","25/10/2018","Laguna","","Juvenile",34,"01/08/2018",0.232876712
"Pleurodeles waltl","29/11/2018","Gravera","","Juvenile",37,"01/08/2018",0.328767123
"Pleurodeles waltl","11/12/2018","Gravera","","Juvenile",44,"01/08/2018",0.361643836
"Pleurodeles waltl","11/12/2018","Gravera","","Juvenile",43,"01/08/2018",0.361643836
"Pleurodeles waltl","11/12/2018","Gravera","","Juvenile",44,"01/08/2018",0.361643836
"Pleurodeles waltl","11/12/2018","Gravera","","Juvenile",45,"01/08/2018",0.361643836
"Pleurodeles waltl","16/01/2019","Gravera","","Juvenile",43,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Gravera","","Juvenile",42,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Gravera","","Juvenile",46,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Gravera","","Juvenile",38,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Gravera","","Juvenile",47,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Gravera","","Juvenile",40,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Laguna","","Juvenile",39,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Laguna","","Juvenile",41,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Laguna","","Juvenile",38,"01/08/2018",0.460273973
"Pleurodeles waltl","16/01/2019","Laguna","","Juvenile",41,"01/08/2018",0.460273973
"Pleurodeles waltl","20/07/2020","Gravera","PW091824","Female",84,"01/08/2018",1.969863014
"Pleurodeles waltl","20/07/2020","Gravera","PW091837","Female",84,"01/08/2018",1.969863014
"Pleurodeles waltl","26/10/2020","Laguna","PW091850","Male",80,"01/08/2018",2.238356164
"Pleurodeles waltl","19/05/2021","Gravera","PW091836","Female",82,"01/08/2018",2.8
"Pleurodeles waltl","19/05/2021","Gravera","PW091837","Female",89,"01/08/2018",2.8
"Pleurodeles waltl","21/06/2021","Gravera","PW091824","Female",86,"01/08/2018",2.890410959
"Pleurodeles waltl","29/06/2021","Gravera","PW091824","Female",90,"01/08/2018",2.912328767
"Pleurodeles waltl","29/06/2021","Gravera","PW092028","Female",87,"01/08/2018",2.912328767
"Pleurodeles waltl","29/06/2021","Gravera","PW092038","Female",84,"01/08/2018",2.912328767
"Pleurodeles waltl","29/06/2021","Gravera","PW092044","Male",76,"01/08/2018",2.912328767
"Pleurodeles waltl","12/07/2021","Gravera","PW091836","Female",85,"01/08/2018",2.947945205
"Pleurodeles waltl","21/06/2022","Gravera","PW091836","Female",92,"01/08/2018",3.890410959
"Pleurodeles waltl","21/06/2022","Gravera","PW091718","Female",91,"01/08/2018",3.890410959
"Pleurodeles waltl","07/07/2022","Gravera","PW091836","Female",94,"01/08/2018",3.934246575
"Pleurodeles waltl","04/05/2023","Gravera","PW091729","Female",88,"01/08/2018",4.75890411
"Pleurodeles waltl","04/05/2023","Gravera","PW091837","Female",97,"01/08/2018",4.75890411
"Pleurodeles waltl","11/07/2024","Laguna","","Juvenile",32,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Laguna","","Juvenile",32,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",45,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",42,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",40,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",41,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",43,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",39,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",39,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",38,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",35,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",40,"01/07/2024",0.02739726
"Pleurodeles waltl","11/07/2024","Gravera","","Juvenile",35,"01/07/2024",0.02739726
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",35,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",39,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",31,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",40,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",32,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",34,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",35,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",45,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",35,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",35,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",44,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",43,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",43,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",43,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",44,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","","Juvenile",43,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","PW092327","Juvenile",45,"01/07/2024",0.043835616
"Pleurodeles waltl","17/07/2024","Gravera","PW092328","Juvenile",45,"01/07/2024",0.043835616
"Pleurodeles waltl","17/10/2024","Gravera","PWJV1","Juvenile",36,"01/07/2024",0.295890411
"Pleurodeles waltl","17/10/2024","Gravera","PWJV2","Juvenile",38,"01/07/2024",0.295890411
"Pleurodeles waltl","23/10/2024","Gravera","PWJV4","Juvenile",35,"01/07/2024",0.312328767
"Pleurodeles waltl","23/10/2024","Gravera","PWJV5","Juvenile",39,"01/07/2024",0.312328767
"Pleurodeles waltl","23/10/2024","Gravera","PWJV6","Juvenile",39,"01/07/2024",0.312328767
"Pleurodeles waltl","23/10/2024","Gravera","PWJV7","Juvenile",36,"01/07/2024",0.312328767
"Pleurodeles waltl","23/10/2024","Gravera","PWJV8","Juvenile",35,"01/07/2024",0.312328767
"Pleurodeles waltl","30/10/2024","Laguna","PWJV1","Juvenile",33,"01/07/2024",0.331506849
"Pleurodeles waltl","07/11/2024","Gravera","PWJV1","Juvenile",50,"01/07/2024",0.353424658
"Pleurodeles waltl","05/12/2024","Gravera","PWJV1","Juvenile",42,"01/07/2024",0.430136986
"Pleurodeles waltl","19/10/2023","Gravera","PW091718","Female",90,"01/08/2018",5.219178082
"Pleurodeles waltl","30/05/2024","Gravera","PW091718","Female",100,"01/08/2018",5.832876712
"Pleurodeles waltl","30/05/2024","Gravera","PW091729","Female",100,"01/08/2018",5.832876712
"Pleurodeles waltl","11/07/2024","Gravera","PW091729","Female",106,"01/08/2018",5.947945205
"Pleurodeles waltl","17/07/2024","Gravera","PW091729","Female",101,"01/08/2018",5.964383562
"Pleurodeles waltl","19/10/2023","Gravera","PW091837","Female",95,"01/08/2018",5.219178082
"Pleurodeles waltl","30/05/2024","Gravera","PW092038","Female",100,"01/08/2018",5.832876712
"Triturus marmoratus","12/08/2018","Gravera","","Juvenile",30,"01/08/2018",0.030136986
"Triturus marmoratus","12/08/2018","Gravera","","Juvenile",31,"01/08/2018",0.030136986
"Triturus marmoratus","10/09/2018","Laguna","","Juvenile",30,"01/08/2018",0.109589041
"Triturus marmoratus","10/09/2018","Laguna","","Juvenile",29,"01/08/2018",0.109589041
"Triturus marmoratus","11/07/2024","Laguna","","Juvenile",23,"01/07/2024",0.02739726
"Triturus marmoratus","11/07/2024","Laguna","","Juvenile",23,"01/07/2024",0.02739726
"Triturus marmoratus","11/07/2024","Gravera","","Juvenile",30,"01/07/2024",0.02739726
"Triturus marmoratus","17/07/2024","Gravera","","Juvenile",25,"01/07/2024",0.043835616
"Triturus marmoratus","17/07/2024","Gravera","","Juvenile",27,"01/07/2024",0.043835616
"Triturus marmoratus","17/07/2024","Gravera","","Juvenile",30,"01/07/2024",0.043835616
"Triturus marmoratus","17/07/2024","Gravera","","Juvenile",29,"01/07/2024",0.043835616
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",17,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",18,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",19,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",18,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",20,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",27,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",20,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",23,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",20,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",25,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",22,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",26,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",20,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",25,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",26,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",25,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",22,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",16,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",25,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",19,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",21,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",25,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",18,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",20,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",24,"01/08/2018",0.153424658
"Discoglossus galganoi","26/09/2018","El_Pardo","","Juvenile",23,"01/08/2018",0.153424658
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",21,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",21,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",19,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",27,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",18,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",21,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",18,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",22,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",24,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","","Juvenile",20,"01/08/2018",0.208219178
"Discoglossus galganoi","16/10/2018","El_Pardo","DJ09245","Juvenile",29,"01/08/2018",0.208219178
"Discoglossus galganoi","23/10/2018","El_Pardo","DJ09247","Juvenile",27,"01/08/2018",0.22739726
"Discoglossus galganoi","07/11/2018","El_Pardo","DJ09249","Juvenile",34,"01/08/2018",0.268493151
"Discoglossus galganoi","04/12/2018","El_Pardo","DJ09253","Juvenile",27,"01/08/2018",0.342465753
"Discoglossus galganoi","18/12/2018","El_Pardo","DJ09258","Juvenile",28,"01/08/2018",0.380821918
"Discoglossus galganoi","07/02/2019","El_Pardo","DJ09263","Juvenile",30,"01/08/2018",0.520547945
"Discoglossus galganoi","07/02/2019","El_Pardo","","Juvenile",20,"01/08/2018",0.520547945
"Discoglossus galganoi","28/02/2019","El_Pardo","","Juvenile",24,"01/08/2018",0.578082192
"Discoglossus galganoi","28/02/2019","El_Pardo","","Juvenile",23,"01/08/2018",0.578082192
"Discoglossus galganoi","28/02/2019","El_Pardo","","Juvenile",24,"01/08/2018",0.578082192
"Discoglossus galganoi","28/02/2019","El_Pardo","DJ09247","Juvenile",28,"01/08/2018",0.578082192
"Discoglossus galganoi","07/03/2019","El_Pardo","","Juvenile",19,"01/08/2018",0.597260274
"Discoglossus galganoi","07/03/2019","El_Pardo","","Juvenile",26,"01/08/2018",0.597260274
"Discoglossus galganoi","28/03/2019","El_Pardo","","Juvenile",25,"01/08/2018",0.654794521
"Discoglossus galganoi","28/03/2019","El_Pardo","","Juvenile",23,"01/08/2018",0.654794521
"Discoglossus galganoi","03/04/2019","El_Pardo","","Juvenile",21,"01/08/2018",0.671232877
"Discoglossus galganoi","06/04/2019","El_Pardo","","Juvenile",28,"01/08/2018",0.679452055
"Discoglossus galganoi","07/05/2019","El_Pardo","DJ09278","Juvenile",29,"01/08/2018",0.764383562
"Discoglossus galganoi","14/05/2019","El_Pardo","","Juvenile",28,"01/08/2018",0.783561644
"Discoglossus galganoi","14/05/2019","El_Pardo","","Juvenile",28,"01/08/2018",0.783561644
"Discoglossus galganoi","14/05/2019","El_Pardo","","Juvenile",25,"01/08/2018",0.783561644
"Discoglossus galganoi","14/05/2019","El_Pardo","","Juvenile",24,"01/08/2018",0.783561644
"Discoglossus galganoi","14/05/2019","El_Pardo","","Juvenile",21,"01/08/2018",0.783561644
"Discoglossus galganoi","14/05/2019","El_Pardo","DJ09282","Juvenile",30,"01/08/2018",0.783561644
"Discoglossus galganoi","23/05/2019","El_Pardo","DJ09285","Juvenile",32,"01/08/2018",0.808219178
"Discoglossus galganoi","23/05/2019","El_Pardo","","Juvenile",27,"01/08/2018",0.808219178
"Discoglossus galganoi","23/05/2019","El_Pardo","","Juvenile",22,"01/08/2018",0.808219178
"Discoglossus galganoi","23/05/2019","El_Pardo","","Juvenile",25,"01/08/2018",0.808219178
"Discoglossus galganoi","13/06/2023","El_Pardo","DJ09344","Female",73,"01/08/2018",4.868493151
"Alytes obstetricans","17/10/2018","Valtierra","","Juvenile",22,"01/07/2018",0.295890411
"Alytes obstetricans","17/10/2018","Valtierra","","Juvenile",21,"01/07/2018",0.295890411
"Alytes obstetricans","17/10/2018","Valtierra","","Juvenile",24,"01/07/2018",0.295890411
"Alytes obstetricans","17/10/2018","Valtierra","","Juvenile",28,"01/07/2018",0.295890411
"Alytes obstetricans","24/10/2018","Valtierra","","Juvenile",30,"01/07/2018",0.315068493
"Alytes obstetricans","24/10/2018","Valtierra","","Juvenile",28,"01/07/2018",0.315068493
"Alytes obstetricans","24/10/2018","Valtierra","","Juvenile",29,"01/07/2018",0.315068493
"Alytes cisternasii","24/10/2011","Gravera","AC09061","Juvenile",22.7,"01/06/2011",0.397260274
"Alytes cisternasii","01/11/2011","Gravera","AC09063","Juvenile",24,"01/06/2011",0.419178082
"Alytes cisternasii","01/11/2011","Gravera","AC09064","Juvenile",24.1,"01/06/2011",0.419178082
"Alytes cisternasii","01/11/2011","Gravera","AC09065","Juvenile",26.4,"01/06/2011",0.419178082
"Alytes cisternasii","10/11/2011","Gravera","AC09068","Juvenile",25.5,"01/06/2011",0.443835616
"Alytes cisternasii","10/11/2011","Gravera","AC09069","Juvenile",26.7,"01/06/2011",0.443835616
